<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
FXMM	D	20151116	000000	1177.5000000	1177.7000000	1177.5000000	1177.5000000	3737
FXMM	D	20151117	000000	1177.7000000	1177.9000000	1177.7000000	1177.9000000	1268
FXMM	D	20151118	000000	1178.0000000	1178.0000000	1177.8000000	1177.9000000	4718
FXMM	D	20151119	000000	1178.3000000	1178.4000000	1178.2000000	1178.2000000	3937
FXMM	D	20151120	000000	1179.5000000	1179.5000000	1179.3000000	1179.3000000	1621
FXMM	D	20151123	000000	1179.8000000	1179.9000000	1179.8000000	1179.9000000	1170
FXMM	D	20151124	000000	1180.3000000	1180.3000000	1180.1000000	1180.3000000	2253
FXMM	D	20151125	000000	1180.5000000	1180.7000000	1180.5000000	1180.7000000	1112
FXMM	D	20151126	000000	1181.1000000	1181.1000000	1181.0000000	1181.1000000	484
FXMM	D	20151127	000000	1181.9000000	1182.6000000	1181.9000000	1182.6000000	1694
FXMM	D	20151130	000000	1183.9000000	1183.9000000	1183.7000000	1183.8000000	1204
FXMM	D	20151201	000000	1184.2000000	1184.2000000	1184.0000000	1184.1000000	11638
FXMM	D	20151202	000000	1184.2000000	1184.4000000	1184.2000000	1184.4000000	2197
FXMM	D	20151203	000000	1184.6000000	1184.8000000	1184.6000000	1184.6000000	5904
FXMM	D	20151204	000000	1185.9000000	1186.1000000	1185.9000000	1186.1000000	2288
FXMM	D	20151207	000000	1186.5000000	1186.5000000	1186.3000000	1186.3000000	7538
FXMM	D	20151208	000000	1186.3000000	1186.7000000	1186.3000000	1186.6000000	1905
FXMM	D	20151209	000000	1186.8000000	1187.0000000	1186.8000000	1186.9000000	14147
FXMM	D	20151210	000000	1187.1000000	1187.3000000	1187.1000000	1187.3000000	15334
FXMM	D	20151211	000000	1187.8000000	1187.9000000	1187.7000000	1187.8000000	2000
FXMM	D	20151214	000000	1188.6000000	1188.6000000	1188.4000000	1188.5000000	2504
FXMM	D	20151215	000000	1188.7000000	1188.9000000	1188.7000000	1188.9000000	9947
FXMM	D	20151216	000000	1190.8000000	1221.0000000	1185.9000000	1189.0000000	2071
FXMM	D	20151217	000000	1189.2000000	1189.2000000	1189.0000000	1189.0000000	3166
FXMM	D	20151218	000000	1190.1000000	1190.1000000	1189.9000000	1190.1000000	1354
FXMM	D	20151221	000000	1190.2000000	1190.7000000	1190.2000000	1190.6000000	15452
FXMM	D	20151222	000000	1190.8000000	1191.0000000	1190.8000000	1191.0000000	6772
FXMM	D	20151223	000000	1191.3000000	1191.5000000	1191.3000000	1191.5000000	11523
FXMM	D	20151224	000000	1192.5000000	1192.7000000	1192.5000000	1192.7000000	7932
FXMM	D	20151225	000000	1193.4000000	1193.4000000	1193.2000000	1193.4000000	12638
FXMM	D	20151228	000000	1193.8000000	1193.9000000	1193.7000000	1193.9000000	5997
FXMM	D	20151229	000000	1194.2000000	1194.2000000	1194.0000000	1194.2000000	15044
FXMM	D	20151230	000000	1170.0000000	1194.7000000	1170.0000000	1194.7000000	34118
FXMM	D	20160104	000000	1198.2000000	1198.2000000	1198.0000000	1198.2000000	4663
FXMM	D	20160105	000000	1198.3000000	1198.4000000	1198.2000000	1198.4000000	9485
FXMM	D	20160106	000000	1198.8000000	1199.0000000	1198.8000000	1199.0000000	1063
FXMM	D	20160111	000000	1199.0000000	1199.2000000	1190.0000000	1199.2000000	5994
FXMM	D	20160112	000000	1199.3000000	1199.5000000	1199.3000000	1199.5000000	11485
FXMM	D	20160113	000000	1199.4000000	1199.6000000	1199.4000000	1199.4000000	14119
FXMM	D	20160114	000000	1199.7000000	1199.9000000	1199.7000000	1199.8000000	3508
FXMM	D	20160115	000000	1200.1000000	1200.3000000	1200.1000000	1200.3000000	21309
FXMM	D	20160118	000000	1200.1000000	1200.4000000	1200.1000000	1200.2000000	3814
FXMM	D	20160119	000000	1200.6000000	1200.6000000	1200.4000000	1200.6000000	4245
FXMM	D	20160120	000000	1200.8000000	1200.8000000	1200.6000000	1200.6000000	8352
FXMM	D	20160121	000000	1200.9000000	1201.1000000	1200.9000000	1201.1000000	2997
FXMM	D	20160122	000000	1201.1000000	1201.3000000	1201.1000000	1201.2000000	6447
FXMM	D	20160125	000000	1201.5000000	1201.6000000	1201.4000000	1201.6000000	6924
FXMM	D	20160126	000000	1201.6000000	1201.8000000	1201.6000000	1201.8000000	11006
FXMM	D	20160127	000000	1202.0000000	1202.2000000	1202.0000000	1202.2000000	23591
FXMM	D	20160128	000000	1202.6000000	1202.6000000	1202.4000000	1202.6000000	20182
FXMM	D	20160129	000000	1202.5000000	1203.8000000	1202.5000000	1203.8000000	12785
FXMM	D	20160201	000000	1204.3000000	1204.3000000	1204.1000000	1204.3000000	13409
FXMM	D	20160202	000000	1204.7000000	1204.7000000	1204.5000000	1204.7000000	11309
FXMM	D	20160203	000000	1205.0000000	1205.2000000	1205.0000000	1205.2000000	8921
FXMM	D	20160204	000000	1205.3000000	1205.5000000	1205.3000000	1205.5000000	7673
FXMM	D	20160205	000000	1206.1000000	1206.3000000	1206.1000000	1206.3000000	19668
FXMM	D	20160208	000000	1206.7000000	1206.7000000	1206.5000000	1206.7000000	5761
FXMM	D	20160209	000000	1207.0000000	1207.1000000	1206.9000000	1206.9000000	21588
FXMM	D	20160210	000000	1207.5000000	1207.5000000	1207.3000000	1207.5000000	5940
FXMM	D	20160211	000000	1207.8000000	1208.0000000	1207.8000000	1208.0000000	7527
FXMM	D	20160212	000000	1208.6000000	1208.8000000	1208.6000000	1208.8000000	8383
FXMM	D	20160215	000000	1209.1000000	1209.1000000	1209.0000000	1209.1000000	7083
FXMM	D	20160216	000000	1209.7000000	1209.7000000	1209.5000000	1209.7000000	2716
FXMM	D	20160217	000000	1210.2000000	1210.2000000	1210.0000000	1210.2000000	8521
FXMM	D	20160218	000000	1210.6000000	1211.9000000	1210.6000000	1210.7000000	14073
FXMM	D	20160219	000000	1211.7000000	1211.7000000	1211.5000000	1211.7000000	45450
FXMM	D	20160220	000000	1211.8000000	1212.0000000	1211.8000000	1212.0000000	5916
FXMM	D	20160222	000000	1212.5000000	1212.7000000	1212.5000000	1212.7000000	8536
FXMM	D	20160224	000000	1213.0000000	1213.2000000	1213.0000000	1213.1000000	6657
FXMM	D	20160225	000000	1213.5000000	1213.7000000	1213.5000000	1213.7000000	15078
FXMM	D	20160226	000000	1214.4000000	1214.4000000	1214.2000000	1214.4000000	12663
FXMM	D	20160229	000000	1215.1000000	1215.1000000	1214.9000000	1215.1000000	11352
FXMM	D	20160301	000000	1215.7000000	1215.7000000	1215.5000000	1215.7000000	17469
FXMM	D	20160302	000000	1216.1000000	1216.2000000	1216.0000000	1216.2000000	12243
FXMM	D	20160303	000000	1216.6000000	1216.7000000	1216.6000000	1216.7000000	10368
FXMM	D	20160304	000000	1217.3000000	1217.6000000	1217.3000000	1217.5000000	53108
FXMM	D	20160307	000000	1218.3000000	1218.5000000	1218.3000000	1218.5000000	12465
FXMM	D	20160309	000000	1219.0000000	1219.2000000	1219.0000000	1219.2000000	31214
FXMM	D	20160310	000000	1219.6000000	1219.7000000	1219.5000000	1219.7000000	24942
FXMM	D	20160311	000000	1220.4000000	1220.4000000	1220.2000000	1220.4000000	19748
FXMM	D	20160314	000000	1220.5000000	1221.0000000	1220.5000000	1220.9000000	13138
FXMM	D	20160315	000000	1221.1000000	1221.3000000	1221.1000000	1221.3000000	17229
FXMM	D	20160316	000000	1221.3000000	1221.4000000	1221.2000000	1221.2000000	32422
FXMM	D	20160317	000000	1221.2000000	1222.0000000	1221.2000000	1221.9000000	30746
FXMM	D	20160318	000000	1222.5000000	1222.8000000	1222.5000000	1222.7000000	7764
FXMM	D	20160321	000000	1223.3000000	1223.4000000	1223.2000000	1223.3000000	15263
FXMM	D	20160322	000000	1223.5000000	1223.9000000	1223.5000000	1223.7000000	12482
FXMM	D	20160323	000000	1224.4000000	1224.4000000	1224.2000000	1224.3000000	25885
FXMM	D	20160324	000000	1226.6000000	1226.8000000	1226.6000000	1226.8000000	12357
FXMM	D	20160325	000000	1227.2000000	1227.2000000	1227.0000000	1227.2000000	16453
FXMM	D	20160328	000000	1227.6000000	1232.1000000	1227.5000000	1227.7000000	34716
FXMM	D	20160329	000000	1228.0000000	1228.0000000	1227.8000000	1227.8000000	20859
FXMM	D	20160330	000000	1229.8000000	1229.8000000	1228.0000000	1228.5000000	10627
FXMM	D	20160331	000000	1228.8000000	1228.8000000	1228.6000000	1228.6000000	7948
FXMM	D	20160401	000000	1228.8000000	1229.0000000	1228.8000000	1229.0000000	29097
FXMM	D	20160404	000000	1229.3000000	1229.5000000	1229.3000000	1229.5000000	17693
FXMM	D	20160405	000000	1229.8000000	1230.0000000	1229.8000000	1230.0000000	21521
FXMM	D	20160406	000000	1230.1000000	1230.5000000	1230.1000000	1230.3000000	9351
FXMM	D	20160407	000000	1230.5000000	1230.8000000	1230.5000000	1230.6000000	17250
FXMM	D	20160408	000000	1231.0000000	1231.2000000	1229.5000000	1231.0000000	116108
FXMM	D	20160411	000000	1231.5000000	1231.7000000	1231.5000000	1231.5000000	22199
FXMM	D	20160412	000000	1231.8000000	1231.9000000	1231.7000000	1231.7000000	19288
FXMM	D	20160413	000000	1232.0000000	1232.0000000	1231.5000000	1231.8000000	24848
FXMM	D	20160414	000000	1232.0000000	1232.1000000	1231.9000000	1231.9000000	15216
FXMM	D	20160415	000000	1232.1000000	1232.1000000	1232.0000000	1232.1000000	6432
FXMM	D	20160418	000000	1231.0000000	1232.3000000	1150.1000000	1232.2000000	52802
FXMM	D	20160419	000000	1232.2000000	1232.4000000	1232.2000000	1232.2000000	16992
FXMM	D	20160420	000000	1232.4000000	1232.5000000	1232.3000000	1232.4000000	3879
FXMM	D	20160421	000000	1232.5000000	1232.5000000	1232.3000000	1232.5000000	28061
FXMM	D	20160422	000000	1232.5000000	1232.7000000	1232.5000000	1232.6000000	4404
FXMM	D	20160425	000000	1232.6000000	1232.7000000	1232.6000000	1232.7000000	8580
FXMM	D	20160426	000000	1232.7000000	1232.9000000	1232.7000000	1232.8000000	28774
FXMM	D	20160427	000000	1232.8000000	1232.9000000	1232.8000000	1232.8000000	12660
FXMM	D	20160428	000000	1232.9000000	1233.1000000	1232.9000000	1232.9000000	9600
FXMM	D	20160429	000000	1233.1000000	1233.2000000	1233.0000000	1233.2000000	20587
FXMM	D	20160504	000000	1233.1000000	1233.2000000	1233.1000000	1233.2000000	23117
FXMM	D	20160505	000000	1233.3000000	1233.4000000	1233.2000000	1233.3000000	11079
FXMM	D	20160506	000000	1233.3000000	1233.5000000	1233.3000000	1233.4000000	8299
FXMM	D	20160510	000000	1233.4000000	1233.6000000	1233.4000000	1233.5000000	19402
FXMM	D	20160511	000000	1233.7000000	1233.7000000	1233.5000000	1233.6000000	26744
FXMM	D	20160512	000000	1233.7000000	1233.8000000	1233.6000000	1233.7000000	12864
FXMM	D	20160513	000000	1233.7000000	1233.9000000	1233.7000000	1233.7000000	10524
FXMM	D	20160516	000000	1233.8000000	1233.9000000	1233.8000000	1233.8000000	11152
FXMM	D	20160517	000000	1233.9000000	1234.1000000	1233.9000000	1234.0000000	29583
FXMM	D	20160518	000000	1234.0000000	1234.2000000	1234.0000000	1234.2000000	26588
FXMM	D	20160519	000000	1234.1000000	1234.3000000	1234.1000000	1234.2000000	9282
FXMM	D	20160520	000000	1234.2000000	1234.4000000	1234.2000000	1234.2000000	11720
FXMM	D	20160523	000000	1234.3000000	1237.5000000	1234.3000000	1236.0000000	29023
FXMM	D	20160524	000000	1235.2000000	1235.2000000	1235.0000000	1235.1000000	7162
FXMM	D	20160525	000000	1235.3000000	1235.4000000	1235.2000000	1235.4000000	32271
FXMM	D	20160526	000000	1235.3000000	1235.4000000	1235.3000000	1235.3000000	10620
FXMM	D	20160527	000000	1236.3000000	1236.5000000	1236.3000000	1236.4000000	10133
FXMM	D	20160530	000000	1237.2000000	1237.3000000	1237.0000000	1237.0000000	14459
FXMM	D	20160531	000000	1237.1000000	1237.5000000	1237.1000000	1237.3000000	43977
FXMM	D	20160601	000000	1237.9000000	1237.9000000	1237.7000000	1237.8000000	13964
FXMM	D	20160602	000000	1237.8000000	1238.2000000	1237.8000000	1238.2000000	9423
FXMM	D	20160603	000000	1238.3000000	1238.8000000	1238.3000000	1238.6000000	14196
FXMM	D	20160606	000000	1238.6000000	1239.2000000	1238.5000000	1239.2000000	20835
FXMM	D	20160607	000000	1239.2000000	1239.6000000	1239.2000000	1239.6000000	13536
FXMM	D	20160608	000000	1240.0000000	1240.3000000	1240.0000000	1240.3000000	5542
FXMM	D	20160609	000000	1240.4000000	1240.6000000	1240.4000000	1240.6000000	2509
FXMM	D	20160610	000000	1241.4000000	1241.6000000	1241.4000000	1241.4000000	10129
FXMM	D	20160614	000000	1242.6000000	1242.8000000	1242.6000000	1242.8000000	20171
FXMM	D	20160615	000000	1242.9000000	1249.9000000	1242.8000000	1243.0000000	14295
FXMM	D	20160616	000000	1243.1000000	1243.2000000	1243.0000000	1243.0000000	9710
FXMM	D	20160617	000000	1243.5000000	1243.7000000	1243.5000000	1243.6000000	5013
FXMM	D	20160620	000000	1244.1000000	1244.2000000	1244.0000000	1244.0000000	12185
FXMM	D	20160621	000000	1244.0000000	1244.4000000	1244.0000000	1244.2000000	4603
FXMM	D	20160622	000000	1244.4000000	1244.6000000	1244.4000000	1244.6000000	3271
FXMM	D	20160623	000000	1244.6000000	1244.8000000	1244.6000000	1244.8000000	3598
FXMM	D	20160624	000000	1243.5000000	1245.0000000	1243.5000000	1245.0000000	7179
FXMM	D	20160627	000000	1245.8000000	1246.0000000	1245.8000000	1246.0000000	11477
FXMM	D	20160628	000000	1246.0000000	1246.2000000	1246.0000000	1246.2000000	6743
FXMM	D	20160629	000000	1246.2000000	1246.4000000	1246.2000000	1246.4000000	9827
FXMM	D	20160630	000000	1246.7000000	1246.7000000	1246.4000000	1246.6000000	5092
FXMM	D	20160701	000000	1246.8000000	1247.0000000	1246.8000000	1247.0000000	2276
FXMM	D	20160704	000000	1247.6000000	1247.7000000	1247.5000000	1247.5000000	4192
FXMM	D	20160705	000000	1248.0000000	1248.2000000	1248.0000000	1248.2000000	1834
FXMM	D	20160706	000000	1248.6000000	1248.6000000	1248.3000000	1248.4000000	4467
FXMM	D	20160707	000000	1248.5000000	1248.7000000	1248.5000000	1248.7000000	8921
FXMM	D	20160708	000000	1248.7000000	1249.4000000	1248.7000000	1249.4000000	4986
FXMM	D	20160711	000000	1249.8000000	1250.1000000	1249.8000000	1250.1000000	16655
FXMM	D	20160712	000000	1250.3000000	1250.4000000	1250.2000000	1250.4000000	7683
FXMM	D	20160713	000000	1250.6000000	1250.6000000	1250.4000000	1250.6000000	4256
FXMM	D	20160714	000000	1250.7000000	1250.8000000	1250.6000000	1250.7000000	4080
FXMM	D	20160715	000000	1251.2000000	1251.4000000	1251.2000000	1251.4000000	5910
FXMM	D	20160718	000000	1252.0000000	1252.0000000	1251.9000000	1252.0000000	12446
FXMM	D	20160719	000000	1252.2000000	1252.3000000	1252.1000000	1252.2000000	6936
FXMM	D	20160720	000000	1252.2000000	1252.5000000	1252.2000000	1252.5000000	6542
FXMM	D	20160721	000000	1252.5000000	1252.7000000	1252.5000000	1252.7000000	3712
FXMM	D	20160722	000000	1252.7000000	1252.9000000	1252.7000000	1252.8000000	6040
FXMM	D	20160725	000000	1252.7000000	1253.8000000	1247.7000000	1253.4000000	15445
FXMM	D	20160726	000000	1253.3000000	1253.4000000	1253.2000000	1253.3000000	19369
FXMM	D	20160727	000000	1253.4000000	1253.4000000	1253.2000000	1253.3000000	2508
FXMM	D	20160728	000000	1253.5000000	1253.6000000	1253.4000000	1253.6000000	9752
FXMM	D	20160729	000000	1253.7000000	1253.8000000	1253.6000000	1253.7000000	7798
FXMM	D	20160801	000000	1253.7000000	1255.1000000	1253.7000000	1254.9000000	7007
FXMM	D	20160802	000000	1254.9000000	1255.2000000	1254.9000000	1255.2000000	4831
FXMM	D	20160803	000000	1255.7000000	1255.7000000	1255.5000000	1255.6000000	5574
FXMM	D	20160804	000000	1256.2000000	1256.2000000	1256.0000000	1256.2000000	8282
FXMM	D	20160805	000000	1256.9000000	1257.1000000	1256.9000000	1257.1000000	9653
FXMM	D	20160808	000000	1257.1000000	1257.6000000	1257.1000000	1257.5000000	9436
FXMM	D	20160809	000000	1257.8000000	1258.0000000	1257.8000000	1258.0000000	12321
FXMM	D	20160810	000000	1258.2000000	1258.4000000	1258.2000000	1258.4000000	5314
FXMM	D	20160811	000000	1258.8000000	1259.0000000	1258.8000000	1259.0000000	5664
FXMM	D	20160812	000000	1259.4000000	1259.5000000	1259.3000000	1259.5000000	9757
FXMM	D	20160815	000000	1259.8000000	1260.0000000	1259.8000000	1260.0000000	6422
FXMM	D	20160816	000000	1260.3000000	1260.5000000	1260.3000000	1260.5000000	8921
FXMM	D	20160817	000000	1260.8000000	1260.8000000	1260.6000000	1260.8000000	10765
FXMM	D	20160818	000000	1261.0000000	1261.2000000	1260.8000000	1261.0000000	20173
FXMM	D	20160819	000000	1261.8000000	1264.8000000	1261.6000000	1262.0000000	99820
FXMM	D	20160822	000000	1262.8000000	1263.0000000	1262.8000000	1263.0000000	8138
FXMM	D	20160823	000000	1263.2000000	1263.4000000	1263.2000000	1263.4000000	10659
FXMM	D	20160824	000000	1263.5000000	1263.6000000	1263.4000000	1263.6000000	6712
FXMM	D	20160825	000000	1263.9000000	1263.9000000	1263.8000000	1263.9000000	7321
FXMM	D	20160826	000000	1264.0000000	1264.6000000	1264.0000000	1264.5000000	6845
FXMM	D	20160829	000000	1264.8000000	1264.9000000	1264.7000000	1264.9000000	10879
FXMM	D	20160830	000000	1265.2000000	1265.2000000	1265.0000000	1265.2000000	5363
FXMM	D	20160831	000000	1265.3000000	1265.5000000	1265.3000000	1265.5000000	13692
FXMM	D	20160901	000000	1265.5000000	1266.9000000	1265.5000000	1266.9000000	4601
FXMM	D	20160902	000000	1266.8000000	1267.0000000	1266.8000000	1267.0000000	14262
FXMM	D	20160905	000000	1266.9000000	1267.1000000	1266.9000000	1267.1000000	16907
FXMM	D	20160906	000000	1267.1000000	1267.3000000	1267.1000000	1267.3000000	4621
FXMM	D	20160907	000000	1267.3000000	1267.5000000	1267.3000000	1267.5000000	5946
FXMM	D	20160908	000000	1267.5000000	1267.7000000	1267.5000000	1267.6000000	7807
FXMM	D	20160909	000000	1268.3000000	1268.3000000	1268.1000000	1268.3000000	10965
FXMM	D	20160912	000000	1269.1000000	1269.8000000	1269.0000000	1269.2000000	14428
FXMM	D	20160913	000000	1269.3000000	1269.5000000	1269.3000000	1269.5000000	48606
FXMM	D	20160914	000000	1269.5000000	1269.7000000	1269.5000000	1269.7000000	14701
FXMM	D	20160915	000000	1269.7000000	1269.9000000	1269.7000000	1269.9000000	14503
FXMM	D	20160916	000000	1269.9000000	1270.1000000	1269.9000000	1270.1000000	22888
FXMM	D	20160919	000000	1270.6000000	1270.6000000	1270.3000000	1270.5000000	28539
FXMM	D	20160920	000000	1270.5000000	1270.8000000	1270.5000000	1270.8000000	13842
FXMM	D	20160921	000000	1271.1000000	1271.1000000	1270.8000000	1271.0000000	11968
FXMM	D	20160922	000000	1271.0000000	1271.2000000	1271.0000000	1271.0000000	26176
FXMM	D	20160923	000000	1271.8000000	1271.9000000	1271.7000000	1271.9000000	22873
FXMM	D	20160926	000000	1272.2000000	1272.3000000	1272.1000000	1272.3000000	4992
FXMM	D	20160927	000000	1272.6000000	1272.6000000	1272.4000000	1272.6000000	4208
FXMM	D	20160928	000000	1272.6000000	1272.8000000	1272.6000000	1272.8000000	6835
FXMM	D	20160929	000000	1272.8000000	1273.1000000	1272.8000000	1272.9000000	19696
FXMM	D	20160930	000000	1273.0000000	1273.6000000	1187.0000000	1273.4000000	124337
FXMM	D	20161003	000000	1273.0000000	1274.1000000	1273.0000000	1274.1000000	38878
FXMM	D	20161004	000000	1274.0000000	1274.2000000	1274.0000000	1274.2000000	6097
FXMM	D	20161005	000000	1274.2000000	1274.3000000	1274.1000000	1274.3000000	25050
FXMM	D	20161006	000000	1274.3000000	1274.5000000	1274.3000000	1274.4000000	6921
FXMM	D	20161007	000000	1274.3000000	1274.9000000	1274.3000000	1274.9000000	2161
FXMM	D	20161010	000000	1275.0000000	1275.2000000	1275.0000000	1275.2000000	6949
FXMM	D	20161011	000000	1275.5000000	1275.7000000	1275.5000000	1275.7000000	7996
FXMM	D	20161012	000000	1276.0000000	1276.2000000	1276.0000000	1276.2000000	3408
FXMM	D	20161013	000000	1276.5000000	1276.7000000	1276.5000000	1276.6000000	4978
FXMM	D	20161014	000000	1277.5000000	1277.5000000	1277.4000000	1277.5000000	1359
FXMM	D	20161017	000000	1278.1000000	1278.1000000	1277.9000000	1278.0000000	17034
FXMM	D	20161018	000000	1278.4000000	1278.6000000	1278.4000000	1278.6000000	7747
FXMM	D	20161019	000000	1278.9000000	1278.9000000	1278.7000000	1278.8000000	5199
FXMM	D	20161020	000000	1279.0000000	1279.2000000	1279.0000000	1279.2000000	4976
FXMM	D	20161021	000000	1279.8000000	1280.1000000	1279.8000000	1280.1000000	10409
FXMM	D	20161024	000000	1280.4000000	1280.6000000	1280.4000000	1280.6000000	4414
FXMM	D	20161025	000000	1280.7000000	1280.9000000	1280.7000000	1280.9000000	14125
FXMM	D	20161026	000000	1280.9000000	1281.2000000	1280.9000000	1281.2000000	2234
FXMM	D	20161027	000000	1281.2000000	1281.4000000	1281.2000000	1281.4000000	6019
FXMM	D	20161028	000000	1282.0000000	1282.6000000	1281.9000000	1282.1000000	11027
FXMM	D	20161031	000000	1281.1000000	1282.7000000	1281.0000000	1282.7000000	2027
FXMM	D	20161101	000000	1282.8000000	1283.0000000	1282.8000000	1283.0000000	4400
FXMM	D	20161102	000000	1282.5000000	1284.0000000	1280.5000000	1283.4000000	17490
FXMM	D	20161103	000000	1283.7000000	1288.4000000	1283.6000000	1283.8000000	26172
FXMM	D	20161107	000000	1284.8000000	1285.0000000	1284.8000000	1284.9000000	8962
FXMM	D	20161108	000000	1285.4000000	1285.5000000	1285.3000000	1285.5000000	1993
FXMM	D	20161109	000000	1285.7000000	1285.9000000	1285.7000000	1285.9000000	13302
FXMM	D	20161110	000000	1286.1000000	1286.1000000	1285.9000000	1286.1000000	10449
FXMM	D	20161111	000000	1287.0000000	1287.2000000	1287.0000000	1287.2000000	24484
FXMM	D	20161114	000000	1287.3000000	1288.2000000	1287.3000000	1287.4000000	5811
FXMM	D	20161115	000000	1287.8000000	1287.8000000	1287.6000000	1287.8000000	6669
FXMM	D	20161116	000000	1287.9000000	1288.1000000	1287.9000000	1288.0000000	11867
FXMM	D	20161117	000000	1288.5000000	1288.7000000	1288.5000000	1288.7000000	5069
FXMM	D	20161118	000000	1289.3000000	1289.3000000	1289.1000000	1289.3000000	8657
FXMM	D	20161121	000000	1289.4000000	1289.6000000	1289.4000000	1289.6000000	17722
FXMM	D	20161122	000000	1289.6000000	1289.8000000	1289.6000000	1289.8000000	3846
FXMM	D	20161123	000000	1290.0000000	1290.1000000	1289.9000000	1290.1000000	3131
FXMM	D	20161124	000000	1290.7000000	1290.8000000	1290.6000000	1290.8000000	3819
FXMM	D	20161125	000000	1291.2000000	1291.3000000	1291.1000000	1291.3000000	18073
FXMM	D	20161128	000000	1291.4000000	1291.6000000	1291.4000000	1291.6000000	4546
FXMM	D	20161129	000000	1291.8000000	1291.9000000	1291.7000000	1291.8000000	9319
FXMM	D	20161130	000000	1292.0000000	1292.2000000	1292.0000000	1292.1000000	7470
FXMM	D	20161201	000000	1292.3000000	1292.5000000	1292.3000000	1292.5000000	10991
FXMM	D	20161202	000000	1293.2000000	1293.4000000	1293.2000000	1293.4000000	3982
FXMM	D	20161205	000000	1293.6000000	1293.7000000	1293.5000000	1293.7000000	13026
FXMM	D	20161206	000000	1293.7000000	1293.9000000	1293.7000000	1293.9000000	10539
FXMM	D	20161207	000000	1293.9000000	1294.1000000	1293.9000000	1294.1000000	3780
FXMM	D	20161208	000000	1295.5000000	1295.5000000	1294.1000000	1294.2000000	5582
FXMM	D	20161209	000000	1294.6000000	1294.8000000	1294.6000000	1294.8000000	10399
FXMM	D	20161212	000000	1295.0000000	1295.2000000	1295.0000000	1295.2000000	21476
FXMM	D	20161213	000000	1295.3000000	1295.5000000	1295.3000000	1295.5000000	9618
FXMM	D	20161214	000000	1295.6000000	1295.8000000	1295.6000000	1295.8000000	9444
FXMM	D	20161215	000000	1295.9000000	1296.1000000	1295.9000000	1296.1000000	4649
FXMM	D	20161216	000000	1296.5000000	1297.3000000	1296.5000000	1297.3000000	21288
FXMM	D	20161219	000000	1297.5000000	1297.6000000	1297.4000000	1297.6000000	6266
FXMM	D	20161220	000000	1297.8000000	1298.0000000	1297.8000000	1298.0000000	10071
FXMM	D	20161221	000000	1298.3000000	1298.3000000	1298.1000000	1298.3000000	12036
FXMM	D	20161222	000000	1298.4000000	1298.6000000	1298.4000000	1298.6000000	5588
FXMM	D	20161223	000000	1299.7000000	1302.5000000	1299.7000000	1301.0000000	64501
FXMM	D	20161226	000000	1301.0000000	1301.0000000	1300.9000000	1301.0000000	24126
FXMM	D	20161227	000000	1301.2000000	1301.2000000	1301.0000000	1301.2000000	9889
FXMM	D	20161228	000000	1301.3000000	1301.3000000	1301.2000000	1301.2000000	23078
FXMM	D	20161229	000000	1301.5000000	1301.5000000	1301.3000000	1301.5000000	10048
FXMM	D	20161230	000000	1301.6000000	1302.2000000	1301.6000000	1302.2000000	9080
FXMM	D	20170103	000000	1302.5000000	1302.7000000	1302.5000000	1302.7000000	15856
FXMM	D	20170104	000000	1303.0000000	1303.0000000	1302.8000000	1303.0000000	11039
FXMM	D	20170105	000000	1303.1000000	1303.3000000	1303.1000000	1303.2000000	4451
FXMM	D	20170106	000000	1303.9000000	1304.0000000	1303.8000000	1303.9000000	1805
FXMM	D	20170109	000000	1304.1000000	1304.3000000	1304.1000000	1304.3000000	16384
FXMM	D	20170110	000000	1304.6000000	1304.6000000	1304.4000000	1304.6000000	6004
FXMM	D	20170111	000000	1304.8000000	1304.8000000	1304.6000000	1304.8000000	4689
FXMM	D	20170112	000000	1304.9000000	1304.9000000	1304.7000000	1304.9000000	7532
FXMM	D	20170113	000000	1305.2000000	1305.2000000	1305.0000000	1305.2000000	8268
FXMM	D	20170116	000000	1305.3000000	1305.4000000	1305.2000000	1305.4000000	5658
FXMM	D	20170117	000000	1305.4000000	1305.5000000	1305.3000000	1305.5000000	7948
FXMM	D	20170118	000000	1305.5000000	1305.7000000	1305.5000000	1305.6000000	9433
FXMM	D	20170119	000000	1305.7000000	1305.9000000	1305.7000000	1305.9000000	12218
FXMM	D	20170120	000000	1309.3000000	1309.3000000	1305.9000000	1305.9000000	22840
FXMM	D	20170123	000000	1305.9000000	1306.4000000	1305.9000000	1306.2000000	9760
FXMM	D	20170124	000000	1306.2000000	1306.7000000	1306.2000000	1306.7000000	8777
FXMM	D	20170125	000000	1306.9000000	1307.1000000	1306.9000000	1307.1000000	13118
FXMM	D	20170126	000000	1307.6000000	1307.7000000	1307.5000000	1307.7000000	15248
FXMM	D	20170127	000000	1307.6000000	1308.9000000	1307.6000000	1308.0000000	9360
FXMM	D	20170130	000000	1308.2000000	1308.4000000	1308.2000000	1308.4000000	5323
FXMM	D	20170131	000000	1308.6000000	1308.7000000	1308.5000000	1308.6000000	16523
FXMM	D	20170201	000000	1308.5000000	1308.8000000	1308.5000000	1308.6000000	14488
FXMM	D	20170202	000000	1308.7000000	1308.9000000	1308.7000000	1308.7000000	5341
FXMM	D	20170203	000000	1309.1000000	1309.2000000	1309.0000000	1309.0000000	5812
